Wahlperiode,Sitzungnr,Abstimmnr,Fraktion/Gruppe,Name,Vorname,Titel,ja,nein,Enthaltung,ungültig,nichtabgegeben,Bezeichnung,Bemerkung,stimme,wie_SPD,wie_CDU/CSU,wie_BÜ90/GR,wie_FDP,wie_AfD,wie_DIE LINKE.,wie_Fraktionslos
20,145,4,Fraktionslos,Ernst,Klaus,,0,1,0,0,0,Klaus Ernst,,nein,False,False,False,False,True,False,False
20,145,4,Fraktionslos,Farle,Robert,,0,1,0,0,0,Robert Farle,,nein,False,False,False,False,True,False,False
20,145,4,Fraktionslos,Ferschl,Susanne,,1,0,0,0,0,Susanne Ferschl,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Gohlke,Nicole,,0,0,0,0,1,Nicole Gohlke,,nichtabgegeben,False,False,False,False,False,False,False
20,145,4,Fraktionslos,Görke,Christian,,1,0,0,0,0,Christian Görke,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Gürpinar,Ates,,1,0,0,0,0,Ates Gürpinar,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Gysi,Gregor,,1,0,0,0,0,Dr. Gregor Gysi,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Hahn,André,,1,0,0,0,0,Dr. André Hahn,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein,False,False,False,False,True,False,False
20,145,4,Fraktionslos,Hennig-Wellsow,Susanne,,1,0,0,0,0,Susanne Hennig-Wellsow,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Huber,Johannes,,0,0,0,0,1,Johannes Huber,,nichtabgegeben,False,False,False,False,False,False,False
20,145,4,Fraktionslos,Hunko,Andrej,,0,1,0,0,0,Andrej Hunko,,nein,False,False,False,False,True,False,False
20,145,4,Fraktionslos,Korte,Jan,,0,0,0,0,1,Jan Korte,,nichtabgegeben,False,False,False,False,False,False,False
20,145,4,Fraktionslos,Latendorf,Ina,,1,0,0,0,0,Ina Latendorf,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Lay,Caren,,0,0,0,0,1,Caren Lay,,nichtabgegeben,False,False,False,False,False,False,False
20,145,4,Fraktionslos,Lenkert,Ralph,,1,0,0,0,0,Ralph Lenkert,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Leye,Christian,,0,1,0,0,0,Christian Leye,,nein,False,False,False,False,True,False,False
20,145,4,Fraktionslos,Lötzsch,Gesine,,1,0,0,0,0,Dr. Gesine Lötzsch,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Meiser,Pascal,,1,0,0,0,0,Pascal Meiser,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Mohamed Ali,Amira,,0,1,0,0,0,Amira Mohamed Ali,,nein,False,False,False,False,True,False,False
20,145,4,Fraktionslos,Möhring,Cornelia,,0,0,0,0,1,Cornelia Möhring,,nichtabgegeben,False,False,False,False,False,False,False
20,145,4,Fraktionslos,Nastic,Zaklin,,0,1,0,0,0,Zaklin Nastic,,nein,False,False,False,False,True,False,False
20,145,4,Fraktionslos,Pau,Petra,,1,0,0,0,0,Petra Pau,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Pellmann,Sören,,1,0,0,0,0,Sören Pellmann,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Perli,Victor,,1,0,0,0,0,Victor Perli,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Reichinnek,Heidi,,1,0,0,0,0,Heidi Reichinnek,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Renner,Martina,,1,0,0,0,0,Martina Renner,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Riexinger,Bernd,,1,0,0,0,0,Bernd Riexinger,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Seidler,Stefan,,1,0,0,0,0,Stefan Seidler,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Sitte,Petra,,1,0,0,0,0,Dr. Petra Sitte,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Tatti,Jessica,,0,1,0,0,0,Jessica Tatti,,nein,False,False,False,False,True,False,False
20,145,4,Fraktionslos,Ulrich,Alexander,,0,0,0,0,1,Alexander Ulrich,,nichtabgegeben,False,False,False,False,False,False,False
20,145,4,Fraktionslos,Vogler,Kathrin,,0,0,0,0,1,Kathrin Vogler,,nichtabgegeben,False,False,False,False,False,False,False
20,145,4,Fraktionslos,Wagenknecht,Sahra,,0,0,0,0,1,Dr. Sahra Wagenknecht,,nichtabgegeben,False,False,False,False,False,False,False
20,145,4,Fraktionslos,Wissler,Janine,,1,0,0,0,0,Janine Wissler,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben,False,False,False,False,False,False,False
20,145,5,Fraktionslos,Akbulut,Gökay,,0,0,0,0,1,Gökay Akbulut,,nichtabgegeben,False,False,False,False,False,False,False
20,145,5,Fraktionslos,Al-Dailami,Ali,,0,0,0,0,1,Ali Al-Dailami,,nichtabgegeben,False,False,False,False,False,False,False
20,145,5,Fraktionslos,Bartsch,Dietmar,,0,0,1,0,0,Dr. Dietmar Bartsch,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Birkwald,Matthias W.,,0,0,1,0,0,Matthias W. Birkwald,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Bünger,Clara,,0,0,1,0,0,Clara Bünger,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Cotar,Joana,,0,1,0,0,0,Joana Cotar,,nein,False,True,False,False,True,False,False
20,145,5,Fraktionslos,Dagdelen,Sevim,,0,0,0,0,1,Sevim Dagdelen,,nichtabgegeben,False,False,False,False,False,False,False
20,145,5,Fraktionslos,Domscheit-Berg,Anke,,0,0,1,0,0,Anke Domscheit-Berg,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Ernst,Klaus,,0,1,0,0,0,Klaus Ernst,,nein,False,True,False,False,True,False,False
20,145,5,Fraktionslos,Farle,Robert,,0,0,0,0,1,Robert Farle,,nichtabgegeben,False,False,False,False,False,False,False
20,145,5,Fraktionslos,Ferschl,Susanne,,0,0,1,0,0,Susanne Ferschl,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Gohlke,Nicole,,0,0,0,0,1,Nicole Gohlke,,nichtabgegeben,False,False,False,False,False,False,False
20,145,5,Fraktionslos,Görke,Christian,,0,0,1,0,0,Christian Görke,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Gürpinar,Ates,,0,0,1,0,0,Ates Gürpinar,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Gysi,Gregor,,0,0,1,0,0,Dr. Gregor Gysi,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Hahn,André,,0,0,0,0,1,Dr. André Hahn,,nichtabgegeben,False,False,False,False,False,False,False
20,145,5,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein,False,True,False,False,True,False,False
20,145,5,Fraktionslos,Hennig-Wellsow,Susanne,,0,0,1,0,0,Susanne Hennig-Wellsow,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Huber,Johannes,,0,0,0,0,1,Johannes Huber,,nichtabgegeben,False,False,False,False,False,False,False
20,145,5,Fraktionslos,Hunko,Andrej,,0,1,0,0,0,Andrej Hunko,,nein,False,True,False,False,True,False,False
20,145,5,Fraktionslos,Korte,Jan,,0,0,0,0,1,Jan Korte,,nichtabgegeben,False,False,False,False,False,False,False
20,145,5,Fraktionslos,Latendorf,Ina,,0,0,1,0,0,Ina Latendorf,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Lay,Caren,,0,0,0,0,1,Caren Lay,,nichtabgegeben,False,False,False,False,False,False,False
20,145,5,Fraktionslos,Lenkert,Ralph,,0,0,1,0,0,Ralph Lenkert,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Leye,Christian,,0,0,0,0,1,Christian Leye,,nichtabgegeben,False,False,False,False,False,False,False
20,145,5,Fraktionslos,Lötzsch,Gesine,,0,0,1,0,0,Dr. Gesine Lötzsch,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Meiser,Pascal,,0,0,1,0,0,Pascal Meiser,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Mohamed Ali,Amira,,0,1,0,0,0,Amira Mohamed Ali,,nein,False,True,False,False,True,False,False
20,145,5,Fraktionslos,Möhring,Cornelia,,0,0,0,0,1,Cornelia Möhring,,nichtabgegeben,False,False,False,False,False,False,False
20,145,5,Fraktionslos,Nastic,Zaklin,,0,0,0,0,1,Zaklin Nastic,,nichtabgegeben,False,False,False,False,False,False,False
20,145,5,Fraktionslos,Pau,Petra,,0,0,1,0,0,Petra Pau,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Pellmann,Sören,,0,0,0,0,1,Sören Pellmann,,nichtabgegeben,False,False,False,False,False,False,False
20,145,5,Fraktionslos,Perli,Victor,,0,0,1,0,0,Victor Perli,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Reichinnek,Heidi,,0,0,1,0,0,Heidi Reichinnek,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Renner,Martina,,0,0,1,0,0,Martina Renner,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Riexinger,Bernd,,0,0,1,0,0,Bernd Riexinger,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Seidler,Stefan,,0,0,0,0,1,Stefan Seidler,,nichtabgegeben,False,False,False,False,False,False,False
20,145,5,Fraktionslos,Sitte,Petra,,0,0,1,0,0,Dr. Petra Sitte,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Tatti,Jessica,,0,1,0,0,0,Jessica Tatti,,nein,False,True,False,False,True,False,False
20,145,5,Fraktionslos,Ulrich,Alexander,,0,0,0,0,1,Alexander Ulrich,,nichtabgegeben,False,False,False,False,False,False,False
20,145,5,Fraktionslos,Vogler,Kathrin,,0,0,0,0,1,Kathrin Vogler,,nichtabgegeben,False,False,False,False,False,False,False
20,145,5,Fraktionslos,Wagenknecht,Sahra,,0,0,0,0,1,Dr. Sahra Wagenknecht,,nichtabgegeben,False,False,False,False,False,False,False
20,145,5,Fraktionslos,Wissler,Janine,,0,0,1,0,0,Janine Wissler,,Enthaltung,False,False,False,False,False,False,True
20,145,5,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben,False,False,False,False,False,False,False
